Hours_Studied,Attendance,Sleep_Hours,Previous_Scores
12.1,89.5,7.3,97.8
28.1,89.5,7.4,68.7
19.3,89.5,7.9,62.9
20.6,89.5,8.3,95.0
14.3,89.4,6.7,91.1
20.6,89.4,7.0,50.5
26.9,89.4,4.7,70.1
18.5,89.4,8.6,67.3
29.4,89.4,5.7,54.5
17.2,89.4,7.4,60.0
14.8,89.4,8.4,69.8
22.2,89.4,7.3,53.1
21.0,89.4,7.5,76.5
11.1,89.4,8.5,62.7
21.8,89.4,5.9,53.9
22.7,89.4,9.8,78.4
9.8,89.4,8.0,85.0
21.5,89.4,7.3,65.0
12.3,89.4,8.5,92.4
18.7,89.4,8.7,99.6
19.8,89.3,7.8,57.1
22.3,89.3,9.4,51.7
15.7,89.3,7.8,70.3
24.4,89.3,6.7,66.6
21.6,89.3,7.2,72.1
28.6,89.3,8.2,66.7
12.2,89.3,7.6,84.1
10.5,89.3,8.2,61.2
15.7,89.3,6.0,73.1
9.5,89.3,8.5,67.9
18.4,89.3,6.4,82.6
23.6,89.2,7.4,59.6
12.9,89.2,9.2,84.6
22.5,89.2,7.6,98.9
19.4,89.2,6.4,90.9
19.5,89.2,6.6,71.8
21.1,89.2,8.9,78.1
11.9,89.2,7.6,90.8
9.7,89.2,6.9,89.3
21.6,89.2,9.5,93.1
20.1,89.2,7.5,89.9
18.8,89.2,6.8,82.8
27.9,89.2,5.2,95.4
17.6,89.2,5.3,98.2
28.1,89.2,7.7,65.0
31.4,89.2,10.0,79.4
25.6,89.2,8.3,98.1
14.8,89.2,8.2,87.5
23.7,89.1,4.2,81.9
20.0,89.1,9.1,62.5
22.3,89.1,6.2,50.4
14.0,89.1,4.0,53.6
20.3,89.1,6.9,94.7
21.4,89.1,6.8,74.5
28.5,89.1,9.0,77.2
26.8,89.1,6.3,71.8
13.6,89.1,9.3,99.2
16.6,89.1,8.2,57.1
16.6,89.1,6.7,74.6
20.3,89.1,7.4,58.0
19.5,89.0,5.5,54.5
20.1,89.0,9.9,93.1
27.6,89.0,7.5,65.9
21.9,89.0,6.7,76.2
25.5,89.0,8.7,93.1
18.5,89.0,8.6,83.5
9.8,89.0,6.1,79.1
24.1,89.0,6.8,63.7
24.4,89.0,7.9,80.1
23.2,89.0,6.6,51.6
19.1,89.0,8.1,87.0
36.7,89.0,6.4,64.6
14.3,89.0,7.4,52.0
19.6,89.0,8.0,74.9
20.4,89.0,6.1,94.5
17.2,89.0,7.6,94.9
27.8,89.0,6.2,67.0
26.8,89.0,7.1,69.1
12.7,88.9,4.0,59.0
8.8,88.9,10.0,70.4
26.3,88.9,5.5,93.3
19.7,88.9,6.7,97.6
15.6,88.9,5.0,56.0
26.9,88.9,7.6,91.2
12.7,88.9,8.6,62.6
24.8,88.9,6.5,96.2
20.0,88.9,9.2,86.1
21.5,88.9,7.9,58.3
30.7,88.9,9.6,55.3
22.8,88.9,6.0,97.7
15.2,88.9,4.0,89.7
17.3,88.9,7.9,51.6
9.8,88.8,5.2,98.1
11.3,88.8,8.9,73.1
18.0,88.8,7.1,94.3
19.9,88.8,7.9,74.7
8.0,88.8,7.5,93.6
20.1,88.8,6.4,98.5
26.8,88.8,6.8,74.0
8.1,88.8,8.2,77.3
20.7,88.8,4.6,63.0
16.0,88.8,8.1,56.0
15.3,88.8,6.8,61.0
18.1,88.8,8.6,66.4
20.5,88.8,8.8,65.8
31.9,88.8,8.8,93.6
20.5,88.8,6.9,80.9
15.4,88.8,8.9,69.1
24.6,88.8,8.4,50.8
22.5,88.7,8.6,88.7
23.9,88.7,7.4,88.9
19.9,88.7,7.3,52.4
18.7,88.7,8.1,93.8
21.4,88.7,7.6,91.5
25.2,88.7,5.8,88.9
24.3,88.7,6.7,66.0
24.1,88.7,8.2,67.8
23.4,88.7,7.6,64.2
23.3,88.7,6.0,73.9
20.2,88.7,6.1,98.0
24.7,88.7,6.9,72.9
23.6,88.7,7.1,88.1
21.9,88.7,6.9,50.2
20.8,88.7,5.6,70.9
16.6,88.7,7.0,67.5
22.1,88.7,5.9,64.6
24.0,88.7,6.1,94.8
14.6,88.7,6.7,53.9
23.2,88.7,8.3,84.3
23.5,88.7,8.7,73.6
18.5,88.6,7.4,71.2
28.8,88.6,7.1,99.4
19.2,88.6,5.6,51.7
22.9,88.6,5.9,62.2
14.5,88.6,5.5,88.7
15.1,88.6,6.5,86.8
27.5,88.6,7.5,78.2
17.2,88.6,7.7,65.3
15.6,88.6,5.5,61.5
10.5,88.6,7.6,93.0
16.5,88.6,8.5,68.0
10.8,88.6,7.8,65.6
21.7,88.6,6.7,65.4
16.8,88.6,6.8,68.9
15.9,88.6,7.3,90.6
28.8,88.6,10.0,67.0
24.6,88.6,7.3,98.5
20.1,88.6,6.7,61.4
27.3,88.6,5.3,93.0
17.2,88.6,4.5,98.1
29.6,88.6,6.3,57.5
24.7,88.6,7.8,51.9
21.4,88.6,6.5,75.8
25.6,88.5,6.4,72.0
26.7,88.5,8.8,97.2
27.9,88.5,8.9,85.2
22.3,88.5,7.2,81.3
24.7,88.5,7.5,84.1
5.1,88.5,6.2,78.8
21.0,88.5,8.2,58.1
13.3,88.5,7.1,69.5
22.9,88.5,8.1,70.8
30.7,88.5,7.3,99.2
24.3,88.5,4.5,92.5
28.9,88.5,6.3,76.7
9.8,88.4,7.1,95.3
21.9,88.4,7.6,99.3
28.7,88.4,5.6,56.0
36.1,88.4,9.6,75.3
20.9,88.4,5.8,98.0
30.5,88.4,9.0,87.0
24.0,88.4,10.0,50.8
24.7,88.4,8.7,67.2
27.9,88.4,7.8,85.3
25.6,88.4,6.6,55.4
21.0,88.4,10.0,50.6
32.9,88.4,9.8,62.7
27.7,88.3,6.4,79.7
30.3,88.3,8.4,83.7
15.1,88.3,6.8,64.9
24.6,88.3,7.0,94.3
28.7,88.3,7.4,65.5
15.9,88.3,8.1,53.2
13.6,88.3,8.6,63.5
21.7,88.3,7.8,67.7
25.0,88.3,6.6,84.5
17.1,88.3,6.3,80.7
30.2,88.3,8.3,81.3
21.1,88.3,6.9,96.7
21.3,88.3,5.4,52.3
22.2,88.3,5.5,81.4
16.6,88.3,8.7,52.9
15.2,88.3,7.2,89.0
25.7,88.3,5.1,51.9
27.6,88.2,7.6,90.2
19.1,88.2,4.8,75.0
13.3,88.2,5.7,53.6
24.8,88.2,5.7,82.2
21.7,88.2,5.0,54.6
33.0,88.2,5.2,98.8
13.1,88.2,7.7,50.0
24.3,88.2,5.5,74.5
11.3,88.2,9.8,95.0
24.9,88.2,8.2,53.4
24.5,88.2,4.9,77.5
17.5,88.2,7.5,82.5
15.1,88.2,7.1,66.9
21.5,88.2,7.7,50.6
9.9,88.2,8.7,57.3
16.6,88.2,7.6,99.2
27.1,88.2,9.5,77.3
5.6,88.2,7.1,63.8
23.7,88.1,8.2,61.2
12.3,88.1,7.4,87.3
25.2,88.1,6.6,84.9
12.0,88.1,6.8,83.5
24.4,88.1,5.7,55.1
14.0,88.1,5.5,77.3
17.3,88.1,5.8,58.8
19.1,88.1,5.4,64.7
23.1,88.1,8.0,70.9
22.3,88.1,9.2,95.1
19.4,88.1,6.1,82.9
19.5,88.1,7.1,65.1
21.4,88.1,6.3,97.6
31.9,88.1,8.9,67.6
21.4,88.0,6.6,64.3
20.1,88.0,7.2,57.9
23.3,88.0,6.9,59.3
21.0,88.0,8.0,54.3
27.0,88.0,6.8,87.7
10.3,88.0,9.6,80.7
13.4,88.0,6.6,97.6
19.7,88.0,7.6,79.3
16.7,88.0,8.9,65.7
25.6,87.9,7.5,66.7
7.3,87.9,6.0,95.6
17.4,87.9,7.1,51.8
16.7,87.9,7.2,90.1
14.8,87.9,7.7,91.9
23.3,87.9,6.3,56.8
19.4,87.9,9.5,54.5
21.9,87.9,7.5,94.6
8.7,87.9,7.7,97.3
31.3,87.9,6.5,68.6
7.4,87.9,5.6,99.3
24.1,87.9,6.5,60.6
31.8,87.9,8.2,56.2
22.3,87.9,7.4,83.3
14.1,87.9,8.0,54.3
13.6,87.9,5.2,97.4
19.6,87.9,7.5,78.3
23.5,87.8,8.6,54.4
20.0,87.8,6.4,94.3
26.3,87.8,6.0,54.1
25.8,87.8,9.1,53.4
32.6,87.8,6.5,96.0
25.4,87.8,4.7,74.6
22.3,87.8,4.0,95.6
18.4,87.8,6.8,59.3
29.5,87.8,7.5,65.5
19.3,87.8,8.3,77.7
12.8,87.8,6.5,90.5
17.0,87.8,8.9,50.4
9.6,87.8,8.2,98.8
27.7,87.8,7.1,75.7
17.2,87.8,6.0,54.5
26.1,87.8,6.9,59.0
21.3,87.8,7.3,76.8
18.4,87.8,7.9,73.1
13.9,87.8,8.4,81.8
29.6,87.8,7.5,97.0
15.2,87.8,9.5,68.0
19.0,87.8,7.4,99.3
18.4,87.7,6.4,61.8
25.2,87.7,7.8,69.3
25.5,87.7,8.6,63.6
27.9,87.7,6.5,96.2
19.9,87.7,6.4,81.7
17.3,87.7,10.0,63.5
22.4,87.7,5.1,68.1
15.8,87.7,8.2,61.8
23.5,87.7,4.0,88.6
18.8,87.7,6.1,74.1
14.2,87.7,6.2,64.4
18.4,87.6,7.6,63.1
22.2,87.6,6.9,60.1
21.1,87.6,8.2,74.7
12.1,87.6,7.2,65.6
15.9,87.6,8.7,86.1
23.7,87.6,5.0,55.1
23.7,87.6,5.3,63.2
11.2,87.6,7.1,67.2
17.3,87.6,10.0,96.3
22.5,87.6,6.1,68.2
26.1,87.6,9.1,91.8
30.2,87.6,7.7,92.7
6.2,87.6,6.9,84.1
26.5,87.6,6.5,88.8
18.6,87.6,7.3,78.8
21.8,87.6,4.0,78.0
24.0,87.6,5.3,94.2
18.9,87.6,6.1,61.1
5.2,87.5,7.3,75.3
20.8,87.5,5.9,58.3
23.0,87.5,6.9,72.4
25.8,87.5,6.4,76.1
24.7,87.5,5.6,99.6
15.9,87.5,7.1,61.4
5.0,87.5,6.5,88.7
20.4,87.5,7.8,55.8
22.5,87.5,8.1,71.0
21.0,87.5,6.0,79.5
28.4,87.5,7.3,83.2
11.9,87.5,9.5,63.7
11.2,87.5,7.9,72.6
19.2,87.5,4.0,86.3
12.2,87.5,7.1,57.0
25.6,87.5,7.0,73.0
15.4,87.5,8.0,88.0
22.8,87.5,7.8,88.1
12.1,87.5,7.0,65.4
23.8,87.5,6.7,50.7
26.3,87.4,6.5,96.9
25.1,87.4,7.8,89.1
27.9,87.4,6.5,99.8
22.9,87.4,6.9,85.2
18.9,87.4,8.2,70.5
20.0,87.4,9.3,64.1
23.5,87.4,7.3,66.5
15.3,87.3,6.6,88.0
20.2,87.3,9.4,67.8
17.6,87.3,6.5,83.2
18.7,87.3,6.9,66.5
30.8,87.3,6.4,82.9
23.4,87.3,6.2,87.1
30.1,87.3,6.7,79.4
13.9,87.3,5.1,87.7
32.6,87.3,9.9,89.6
17.5,87.3,7.4,56.5
27.1,87.3,6.8,98.3
14.6,87.3,8.5,59.4
28.4,87.3,7.6,51.2
13.8,87.3,8.4,97.5
23.7,87.2,6.5,59.7
16.3,87.2,6.6,97.2
25.9,87.2,6.3,51.0
24.7,87.2,7.2,54.7
23.8,87.2,5.8,93.3
23.6,87.2,7.5,92.2
19.2,87.2,8.2,93.9
18.7,87.2,6.2,81.9
17.6,87.2,6.9,56.2
16.3,87.2,6.5,58.1
26.2,87.2,6.0,95.3
20.6,87.2,5.8,79.1
9.2,87.2,8.4,71.9
32.7,87.2,6.6,63.8
25.4,87.2,8.1,76.7
17.2,87.2,7.8,86.7
30.8,87.2,7.3,67.4
25.4,87.2,8.6,71.8
21.8,87.2,6.2,71.8
27.8,87.2,7.6,60.5
21.7,87.2,8.1,86.6
23.0,87.2,5.5,51.6
15.6,87.2,5.6,67.9
26.3,87.2,6.9,65.8
22.3,87.1,7.5,97.7
28.0,87.1,5.1,55.1
17.5,87.1,4.9,77.9
21.9,87.1,6.1,87.8
22.7,87.1,6.2,96.3
20.9,87.1,5.8,84.7
20.4,87.1,10.0,55.4
21.3,87.1,8.0,85.3
21.8,87.1,7.5,94.5
23.1,87.1,9.3,76.8
19.5,87.1,6.5,84.0
25.7,87.1,4.5,93.9
15.1,87.1,8.5,74.8
25.7,87.1,7.8,59.5
17.6,87.1,7.8,99.5
23.3,87.1,5.4,82.6
20.0,87.1,4.9,73.4
14.9,87.0,9.9,55.7
30.2,87.0,6.3,76.9
25.5,87.0,9.4,65.8
23.5,87.0,7.8,54.0
19.1,87.0,5.8,55.8
22.0,87.0,7.9,58.5
15.7,87.0,7.0,78.5
27.6,87.0,8.5,98.4
12.8,87.0,7.9,50.9
18.7,87.0,5.6,86.3
22.6,87.0,5.8,77.9
17.1,87.0,8.4,93.4
33.5,87.0,7.9,81.9
27.5,87.0,6.3,65.3
26.7,87.0,5.7,59.3
34.6,87.0,7.4,92.5
19.6,87.0,8.1,81.4
25.2,87.0,9.0,71.6
23.2,87.0,6.8,92.5
23.7,87.0,7.7,66.8
16.2,86.9,7.6,83.5
21.4,86.9,8.2,85.3
23.5,86.9,4.9,89.3
20.3,86.9,8.9,89.8
13.2,86.9,6.5,88.4
10.9,86.9,10.0,73.3
23.2,86.9,8.7,50.9
25.5,86.9,8.2,55.3
19.3,86.9,7.0,54.8
20.7,86.9,8.8,84.7
23.5,86.9,7.5,76.1
17.6,86.9,6.8,78.5
14.1,86.9,8.3,90.6
32.5,86.9,9.6,74.6
16.0,86.9,5.2,93.9
25.4,86.9,8.6,73.3
23.2,86.9,9.9,93.3
23.4,86.9,6.8,79.8
16.1,86.9,9.3,60.4
21.5,86.9,7.1,73.9
30.9,86.9,6.3,81.6
20.5,86.9,7.4,72.9
17.1,86.8,7.4,68.3
28.0,86.8,8.1,92.3
19.7,86.8,6.0,99.3
12.3,86.8,7.4,85.1
30.3,86.8,9.3,70.3
28.9,86.8,6.8,71.1
18.7,86.8,7.7,89.7
18.3,86.8,7.0,85.1
17.1,86.8,5.7,70.3
17.8,86.8,4.3,70.1
13.6,86.8,5.7,70.2
17.0,86.7,6.8,83.2
8.3,86.7,8.2,80.5
29.1,86.7,7.8,96.8
27.9,86.7,8.1,64.0
9.9,86.7,8.8,80.0
23.6,86.7,6.7,97.2
11.4,86.7,6.0,67.2
32.3,86.7,5.1,86.5
17.8,86.7,6.3,50.6
11.1,86.7,6.5,82.9
9.8,86.7,7.1,77.7
27.8,86.7,6.1,95.7
13.0,86.7,6.1,52.8
20.1,86.7,4.6,85.4
15.6,86.6,6.6,61.1
25.3,86.6,8.2,73.3
9.2,86.6,7.3,73.5
26.8,86.6,6.1,56.0
14.4,86.6,5.1,71.0
17.8,86.6,8.5,70.5
19.0,86.6,6.8,93.0
23.3,86.6,7.5,57.0
19.6,86.5,6.8,75.9
26.3,86.5,8.7,73.2
17.7,86.5,8.4,96.8
15.5,86.5,7.5,99.7
9.2,86.5,8.1,83.1
17.2,86.5,6.1,56.2
25.8,86.5,5.7,73.0
22.8,86.5,6.2,67.9
27.8,86.5,9.8,83.7
9.5,86.5,8.3,58.0
23.9,86.5,6.3,86.3
17.4,86.5,7.7,81.4
17.6,86.5,6.6,93.0
7.2,86.5,7.1,95.4
20.6,86.5,7.6,51.5
24.9,86.5,7.1,62.9
23.9,86.4,7.6,56.0
24.9,86.4,7.4,72.6
24.6,86.4,7.0,51.7
19.5,86.4,7.1,75.8
16.7,86.4,7.3,94.2
14.1,86.4,7.8,75.4
31.5,86.4,6.6,72.3
21.9,86.4,6.7,56.6
23.6,86.4,6.2,95.2
20.7,86.4,7.7,60.0
20.2,86.4,6.9,96.7
9.8,86.4,8.8,88.9
14.7,86.4,5.4,68.6
24.4,86.4,9.2,82.0
9.2,86.4,7.9,64.7
17.7,86.4,6.2,70.6
21.6,86.4,6.0,97.0
33.0,86.3,4.2,88.8
16.9,86.3,8.6,77.7
17.1,86.3,8.1,99.3
35.7,86.3,8.0,57.1
14.3,86.3,7.9,86.0
22.9,86.3,6.2,75.8
22.2,86.3,8.3,58.3
22.7,86.3,6.8,54.9
15.9,86.3,8.4,93.3
21.7,86.3,4.8,62.0
16.7,86.3,7.6,84.0
27.3,86.3,6.6,74.4
21.5,86.3,5.6,55.5
28.6,86.3,7.3,51.0
23.2,86.2,4.1,99.5
19.0,86.2,5.4,57.8
24.4,86.2,5.0,60.6
25.7,86.2,7.3,95.0
21.2,86.2,7.0,57.2
20.0,86.2,6.7,53.9
32.9,86.2,7.4,58.8
16.0,86.2,8.3,60.9
16.4,86.2,6.3,81.3
16.1,86.2,9.9,90.8
18.6,86.2,7.7,61.1
27.5,86.2,7.8,62.0
14.0,86.2,6.7,65.0
24.4,86.2,6.1,61.0
18.7,86.2,8.4,86.7
12.4,86.2,8.1,87.3
11.1,86.2,8.0,88.2
30.1,86.2,7.7,76.8
11.3,86.2,8.1,54.6
20.7,86.2,7.2,78.2
24.1,86.2,5.0,61.8
13.4,86.2,8.3,94.2
18.2,86.2,6.4,50.8
33.5,86.2,8.4,77.4
15.0,86.1,8.3,56.4
15.1,86.1,7.1,89.7
15.9,86.1,7.8,97.4
27.2,86.1,4.9,95.5
17.3,86.1,7.7,57.7
18.7,86.1,8.3,95.8
14.8,86.1,6.6,82.9
20.2,86.1,7.2,86.8
26.7,86.1,7.8,59.1
30.3,86.1,6.3,81.1
24.9,86.1,6.6,89.6
38.4,86.1,8.6,82.2
18.0,86.1,6.8,57.2
27.3,86.1,8.0,84.9
23.9,86.0,6.8,89.8
30.3,86.0,6.9,76.4
23.6,86.0,7.6,67.4
20.0,86.0,8.3,84.9
22.5,86.0,6.2,52.5
7.9,86.0,8.2,93.8
15.8,86.0,6.6,53.1
22.7,86.0,6.2,82.8
10.3,86.0,6.8,72.1
23.5,86.0,7.7,63.3
29.9,85.9,6.1,74.8
13.2,85.9,9.3,63.3
22.1,85.9,7.1,66.0
25.4,85.9,6.2,92.4
15.7,85.9,7.7,66.2
27.1,85.9,7.1,51.4
13.3,85.9,5.2,78.6
27.5,85.9,9.2,90.2
15.6,85.9,7.5,57.2
8.7,85.9,7.1,95.4
20.6,85.9,8.4,64.0
29.7,85.9,8.1,74.4
26.9,85.9,5.8,78.4
28.5,85.9,6.9,50.2
17.9,85.9,4.6,81.3
17.6,85.9,8.2,72.5
16.0,85.8,5.3,67.7
16.4,85.8,6.2,83.2
26.8,85.8,7.1,81.8
8.3,85.8,5.6,86.2
22.4,85.8,5.9,63.9
17.7,85.8,8.4,96.1
25.5,85.8,7.7,83.3
13.2,85.8,6.5,99.9
20.7,85.8,6.7,86.1
30.0,85.8,6.2,89.6
15.6,85.8,8.1,96.4
26.6,85.8,6.8,91.5
26.6,85.8,7.1,60.8
33.4,85.8,7.0,93.6
19.7,85.8,6.7,83.4
29.5,85.8,5.9,71.0
16.6,85.7,7.9,82.1
17.8,85.7,7.6,53.1
20.1,85.7,7.1,52.8
17.4,85.7,6.2,52.9
32.2,85.7,5.5,71.8
15.7,85.7,7.4,78.3
18.1,85.7,6.5,87.6
16.1,85.7,6.7,89.3
24.6,85.7,6.5,63.1
16.1,85.7,7.1,63.2
21.0,85.7,6.2,51.8
16.1,85.7,7.7,79.4
21.8,85.6,5.6,76.9
24.3,85.6,4.6,67.1
20.7,85.6,7.1,67.4
17.6,85.6,7.5,59.0
22.6,85.6,6.7,83.5
22.3,85.6,10.0,99.9
11.3,85.6,10.0,82.9
14.2,85.6,9.9,87.8
17.1,85.5,7.6,63.5
24.8,85.5,7.6,60.1
19.2,85.5,9.3,71.4
29.0,85.5,7.9,71.9
22.3,85.5,8.4,85.2
19.0,85.5,5.6,99.3
14.2,85.5,7.5,98.5
30.9,85.5,7.0,70.6
10.6,85.5,7.3,80.1
28.1,85.5,5.6,62.7
23.4,85.5,7.6,60.6
14.0,85.5,7.2,57.6
26.5,85.5,9.5,86.8
23.5,85.5,9.3,77.2
15.2,85.4,9.0,91.7
10.8,85.4,8.1,95.3
21.8,85.4,5.9,75.4
15.0,85.4,7.5,57.6
16.5,85.4,4.3,67.1
16.5,85.4,7.6,53.2
23.0,85.4,7.2,82.2
13.9,85.4,7.3,94.1
15.1,85.4,6.8,50.8
16.5,85.4,9.0,52.8
13.1,85.4,6.2,69.0
21.7,85.4,5.3,62.4
21.0,85.4,6.4,67.2
14.4,85.4,10.0,86.8
27.3,85.4,7.4,84.4
20.3,85.4,7.8,96.9
11.3,85.3,5.7,52.0
19.0,85.3,8.0,87.0
11.5,85.3,7.0,56.4
16.1,85.3,8.2,74.4
22.6,85.3,8.1,79.6
19.2,85.3,5.9,82.9
11.4,85.3,6.2,71.9
29.2,85.2,6.5,89.1
20.6,85.2,7.0,76.9
23.7,85.2,6.4,50.9
18.4,85.2,4.5,96.1
23.5,85.2,5.2,60.3
9.8,85.2,5.8,96.0
18.3,85.2,4.9,98.3
13.3,85.2,4.1,72.1
28.8,85.2,7.2,96.0
19.4,85.2,7.2,80.2
14.6,85.2,9.4,82.0
31.9,85.2,7.7,71.1
17.2,85.2,7.7,52.4
25.8,85.2,8.3,89.9
21.2,85.1,7.9,51.4
21.4,85.1,7.0,84.6
21.1,85.1,6.8,73.3
32.2,85.1,9.0,96.4
25.5,85.1,8.9,94.3
17.1,85.1,6.2,67.0
22.4,85.1,6.3,93.7
28.4,85.1,7.3,80.4
25.0,85.1,6.4,56.0
24.9,85.1,8.3,50.8
19.7,85.1,6.5,73.7
11.2,85.1,8.8,85.7
16.6,85.1,6.7,50.6
25.3,85.1,7.8,91.1
21.7,85.1,7.2,75.5
17.5,85.1,10.0,87.0
6.3,85.1,7.7,70.0
27.4,85.1,6.6,86.2
13.5,85.1,9.2,52.5
14.6,85.1,6.5,65.7
24.5,85.0,6.6,68.1
30.3,85.0,5.9,97.4
20.0,85.0,7.4,95.1
20.1,85.0,4.5,84.6
23.6,85.0,7.9,95.1
19.2,85.0,7.4,65.9
23.0,85.0,4.0,95.9
20.9,85.0,6.8,61.9
22.1,85.0,6.0,87.3
15.4,85.0,5.0,72.1
17.1,85.0,5.8,84.9
19.4,85.0,7.5,95.6
3.4,85.0,6.5,58.7
14.8,85.0,9.7,91.4
23.4,85.0,7.2,98.2
25.5,85.0,6.7,83.1
13.2,84.9,7.6,73.0
22.9,84.9,7.4,57.5
23.0,84.9,7.4,71.7
14.5,84.9,7.8,62.3
30.8,84.9,7.6,67.5
16.1,84.9,8.0,95.4
18.8,84.9,6.8,76.5
18.5,84.9,8.8,95.4
14.0,84.9,6.7,99.6
17.0,84.9,6.8,62.0
15.6,84.9,9.5,99.0
11.0,84.9,4.4,76.3
11.5,84.8,7.3,58.4
23.9,84.8,7.0,76.3
18.7,84.8,7.7,80.0
19.6,84.8,7.8,63.8
12.3,84.8,7.3,74.6
13.4,84.8,5.1,87.5
17.1,84.8,7.6,89.4
10.3,84.8,6.1,94.3
17.2,84.8,6.4,75.9
18.1,84.7,7.7,59.4
12.1,84.7,8.2,66.5
18.3,84.7,6.7,75.2
19.7,84.7,5.6,59.9
19.2,84.7,5.4,51.5
19.7,84.7,5.2,68.3
19.8,84.7,6.4,63.8
17.6,84.7,8.1,87.9
22.3,84.7,4.7,97.0
12.1,84.7,8.7,63.9
24.3,84.7,7.0,88.9
11.8,84.6,6.4,74.3
20.1,84.6,6.9,68.2
30.7,84.6,8.0,70.9
12.9,84.6,7.5,53.7
24.9,84.6,7.2,80.0
25.8,84.6,6.3,62.0
19.0,84.6,6.9,90.1
16.8,84.6,7.4,79.2
21.8,84.6,8.0,66.0
23.3,84.6,6.3,50.9
8.7,84.6,8.4,96.2
16.0,84.6,7.2,61.4
10.9,84.6,4.9,83.6
28.7,84.6,8.3,69.1
15.1,84.6,7.5,80.0
24.2,84.6,7.4,58.2
12.4,84.6,6.1,68.6
21.6,84.6,4.7,94.6
19.6,84.6,7.2,68.4
31.6,84.6,7.5,96.5
31.8,84.5,6.6,93.2
17.9,84.5,7.0,60.7
8.0,84.5,8.2,81.2
21.7,84.5,4.2,84.6
18.6,84.5,7.9,74.3
30.5,84.5,8.2,91.4
21.3,84.5,6.2,76.0
25.3,84.5,6.1,51.7
32.1,84.5,6.5,55.0
19.4,84.5,4.7,51.3
13.7,84.5,9.1,67.7
21.6,84.5,9.1,78.8
25.4,84.5,6.9,88.8
22.8,84.5,8.9,69.8
14.0,84.5,6.7,51.4
20.5,84.5,6.2,89.7
20.9,84.5,6.8,96.6
25.1,84.5,6.5,80.6
28.4,84.5,7.3,64.3
23.1,84.5,5.2,74.6
16.2,84.5,8.0,66.6
26.1,84.5,7.6,98.0
13.4,84.5,6.4,56.4
5.7,84.4,6.2,86.9
23.6,84.4,6.8,66.3
32.8,84.4,8.1,88.4
17.1,84.4,6.5,99.8
19.7,84.4,8.1,87.7
24.3,84.4,6.2,81.0
24.7,84.4,7.0,61.2
9.3,84.4,8.7,96.2
19.5,84.4,6.7,69.0
17.3,84.4,7.2,69.8
15.7,84.4,9.2,56.4
11.4,84.4,7.6,65.7
11.3,84.4,5.8,66.3
13.3,84.4,6.0,72.7
6.7,84.4,7.8,85.1
28.2,84.4,7.2,53.6
20.2,84.4,7.7,88.0
22.6,84.4,6.0,98.5
20.2,84.4,7.4,81.5
23.0,84.4,8.4,87.2
35.5,84.4,8.2,90.2
22.6,84.3,7.6,57.9
35.5,84.3,8.5,78.6
21.8,84.3,5.3,69.8
21.6,84.3,8.1,93.1
13.6,84.3,7.0,95.9
24.8,84.3,9.4,65.6
32.1,84.3,7.0,52.4
17.0,84.3,7.4,96.4
22.9,84.3,6.0,58.7
20.0,84.3,9.5,56.4
20.0,84.3,8.0,81.2
31.1,84.3,6.8,59.3
18.3,84.3,9.6,76.2
30.9,84.3,5.8,86.9
14.7,84.3,6.9,68.4
21.6,84.3,6.8,90.4
12.4,84.2,7.2,74.1
25.6,84.2,8.5,90.8
21.2,84.2,7.9,91.0
31.1,84.2,6.9,86.9
15.2,84.2,6.6,91.1
23.7,84.2,5.8,88.3
20.9,84.2,8.4,52.8
22.4,84.2,5.7,85.3
24.3,84.2,8.3,54.3
30.4,84.2,6.1,69.2
18.7,84.2,8.2,94.1
11.6,84.2,5.5,53.8
28.8,84.2,6.6,80.4
19.2,84.2,8.4,81.7
25.3,84.2,7.3,82.2
22.9,84.2,7.0,91.1
23.5,84.2,7.4,50.3
17.0,84.1,8.0,68.2
19.5,84.1,4.8,68.8
19.0,84.1,6.0,79.1
20.6,84.1,5.9,90.1
5.5,84.1,7.2,98.5
15.9,84.1,6.9,79.5
30.8,84.1,5.7,87.5
9.7,84.1,6.0,71.1
25.7,84.1,7.0,97.8
23.4,84.1,5.4,59.3
14.7,84.1,5.5,57.7
19.8,84.1,7.3,55.8
31.6,84.1,7.1,92.6
17.4,84.1,8.0,93.6
16.9,84.1,6.5,64.5
9.6,84.1,8.4,91.7
3.0,84.1,5.7,97.5
26.2,84.0,7.5,91.8
29.2,84.0,9.1,60.2
15.0,84.0,8.8,94.7
29.2,84.0,9.4,58.9
16.6,84.0,6.6,90.2
34.4,84.0,8.4,62.0
23.4,84.0,6.9,95.8
26.4,84.0,7.0,74.0
24.6,84.0,7.6,54.8
22.4,84.0,6.8,87.5
18.0,84.0,4.0,51.2
4.3,84.0,5.7,90.6
25.6,84.0,7.7,94.5
21.8,84.0,6.9,82.0
12.1,84.0,7.0,59.6
15.9,84.0,7.2,59.7
16.8,83.9,8.3,70.1
19.2,83.9,6.0,52.1
20.7,83.9,6.6,77.1
14.2,83.9,4.5,65.6
15.2,83.9,5.5,96.0
18.5,83.9,5.7,69.6
22.1,83.9,8.9,89.8
14.2,83.9,6.4,67.3
7.2,83.9,7.2,69.4
18.0,83.9,10.0,87.4
12.5,83.8,6.5,70.9
20.8,83.8,7.2,79.7
16.3,83.8,6.8,56.3
21.9,83.8,5.7,58.3
8.4,83.8,5.3,66.5
16.1,83.8,7.6,93.5
19.8,83.8,4.6,89.7
